tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions http://t.co/1BgO8HRRbf #pressfreedom,0.611,0.167,0.222,0.4327166666666667,0.9209,-0.5574,0.44789999999999996,0.07621138361111111,0.213,0.689,0.098,18,non-rumours
#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2,0.286,0.571,0.143,0.1829714285714286,0.4939,-0.5994,0.0,0.057717716326530624,0.070,0.843,0.087,7,non-rumours
RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc,0.250,0.750,0.000,0.155975,0.6239,0.0,0.0,0.072984601875,0.070,0.930,0.000,4,non-rumours
why has daily telegraph pixelated this Charlie Hebdo cover? Shameful  http://t.co/GsU6a91szT,0.105,0.526,0.368,0.21912105263157897,0.5267,-0.7269,0.0258,0.06707070587257616,0.057,0.822,0.121,19,non-rumours
The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,0.667,0.167,0.167,0.39381666666666665,0.7644,-0.6326,0.41895000000000004,0.0713388413888889,0.244,0.693,0.063,6,non-rumours
"The shooting at French magazine #CharlieHebdo is a hideous attack on free speech, not just in Paris but everywhere",0.250,0.500,0.250,0.22602499999999998,0.5859,-0.3182,0.1591,0.060045211875,0.055,0.890,0.055,4,non-rumours
The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date.,0.258,0.258,0.484,0.3850451612903227,0.6369,-0.802,0.4767,0.08036873279916752,0.095,0.715,0.190,31,non-rumours
"The extremists will benefit from an escalation, it justifies them. People who just want to coexist are thrown under the bus. #CharlieHebdo",0.429,0.143,0.429,0.3973571428571429,0.5621,-0.6808,0.4588,0.06025961673469388,0.104,0.797,0.100,7,non-rumours
"Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs",0.250,0.000,0.750,0.6030749999999999,0.5719,-0.6908,0.63135,0.009294626874999998,0.079,0.732,0.189,4,non-rumours
Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz,0.556,0.111,0.333,0.36073333333333335,0.7849,-0.5574,0.2732,0.07380794000000002,0.130,0.736,0.135,9,non-rumours
"TWITTER.  Charlie Hebdo is a racist publication.  Murderers murdering people are not justified in murdering people. Crazy paradox, I know.",0.200,0.429,0.371,0.28786571428571434,0.4939,-0.8261,0.2732,0.08232819196734693,0.053,0.856,0.091,35,non-rumours
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",0.328,0.188,0.484,0.3905265624999999,0.9136,-0.9565,0.34,0.0879128232006836,0.113,0.751,0.136,64,non-rumours
The events at #CharlieHebdo won’t make me discriminate against Islam. I will remain steadfast in finding all religions equally stupid.,0.529,0.059,0.412,0.4806588235294118,0.7845,-0.8658,0.4939,0.06004102712802769,0.208,0.648,0.144,17,non-rumours
Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. http://t.co/XazdjLCAOR,0.429,0.143,0.429,0.5342857142857144,0.7565,-0.9325,0.6369,0.09717312408163266,0.101,0.743,0.157,7,non-rumours
You can't kill free speech #CharlieHebdo,0.176,0.353,0.471,0.3777764705882354,0.6369,-0.8519,0.4019,0.10270608062283737,0.085,0.756,0.159,17,non-rumours
"#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France.
Long may that tradition continue!
#FreedomOfSpeech",0.375,0.250,0.375,0.4102,0.8934,-0.5719,0.41000000000000003,0.08726497750000001,0.140,0.728,0.132,8,non-rumours
#CharlieHebdo because no1 thought allowing 1000s of Euro jihadis to cross to #Syria &amp; get trained &amp; radicalized would have any consequences?,0.372,0.256,0.372,0.351920930232558,0.7717,-0.8979,0.34,0.07980664584099513,0.134,0.737,0.129,43,non-rumours
"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",0.600,0.150,0.250,0.3761400000000001,0.7783,-0.5859,0.41169999999999995,0.044758987399999985,0.221,0.694,0.085,20,non-rumours
"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0.000,0.375,0.625,0.328825,0.0,-0.7003,0.35100000000000003,0.08753272937500002,0.044,0.750,0.206,8,non-rumours
"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo",0.250,0.000,0.750,0.741525,0.765,-0.8591,0.7538,0.008643906874999994,0.119,0.578,0.304,4,non-rumours
French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph,0.250,0.250,0.500,0.331225,0.4404,-0.6597,0.37929999999999997,0.047260476875,0.106,0.741,0.153,8,non-rumours
"People who have actually died of being offended: 0
People who have died because others were offended: far too many.
#CharlieHebdo",0.286,0.143,0.571,0.5150571428571429,0.5994,-0.9201,0.5984,0.07979369673469387,0.107,0.515,0.378,7,non-rumours
Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0.667,0.333,0.000,0.4001166666666667,0.875,0.0,0.34985,0.12398023472222224,0.249,0.699,0.052,6,non-rumours
"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes",0.462,0.154,0.385,0.41526923076923083,0.765,-0.8176,0.3612,0.08108086213017753,0.119,0.752,0.130,13,non-rumours
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",0.300,0.280,0.420,0.38293200000000005,0.8591,-0.9312,0.38155,0.09126393337600003,0.101,0.758,0.141,50,non-rumours
Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0.208,0.292,0.500,0.3694083333333334,0.8159,-0.9193,0.29235,0.10131007743055553,0.062,0.784,0.153,24,non-rumours
My timeline is full of Muslims condemning #CharlieHebdo attacks - just like the rest of the world.,0.067,0.133,0.800,0.46164666666666665,0.1779,-0.886,0.4404,0.07066799582222223,0.074,0.671,0.255,15,non-rumours
"Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way.",1.000,0.000,0.000,0.7637499999999999,0.7845,0.743,0.7637499999999999,0.00043056249999999963,0.272,0.702,0.026,2,non-rumours
"Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022.",0.125,0.375,0.500,0.30823750000000005,0.6249,-0.6808,0.3014,0.07878378234375,0.058,0.839,0.103,8,non-rumours
"Here's what we know about the #CharlieHebdo attack so far
http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W",0.154,0.077,0.769,0.6030538461538462,0.4767,-0.9246,0.6249,0.06480993786982249,0.060,0.639,0.301,13,non-rumours
"Attack on #CharlieHebdo is ""brazen assault on free expression in the heart of Europe"" says @RobertMMahoney http://t.co/K7qmDH22IH",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo,0.077,0.269,0.654,0.3953153846153847,0.6369,-0.8316,0.3715,0.08112868130177514,0.038,0.735,0.227,26,non-rumours
"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",0.250,0.400,0.350,0.253015,0.6448,-0.6908,0.1736,0.065561333275,0.108,0.770,0.122,20,non-rumours
We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo,0.000,0.000,1.000,0.56985,-0.3818,-0.7579,0.56985,0.03536280250000001,0.000,0.582,0.418,2,non-rumours
"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",0.167,0.389,0.444,0.2462111111111111,0.4404,-0.6249,0.14055,0.05806296987654321,0.049,0.785,0.166,18,non-rumours
"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0.368,0.368,0.263,0.32882105263157896,0.743,-0.7184,0.3612,0.08931864903047093,0.118,0.810,0.071,19,non-rumours
No more hand-wringing and fence-sitting. To support #CharlieHebdo and #FreedomOfSpeech we must publish their images. http://t.co/N2M2bzT6ao,0.250,0.083,0.667,0.39838333333333337,0.6369,-0.8255,0.4215,0.0593897713888889,0.123,0.714,0.163,12,non-rumours
#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,0.364,0.273,0.364,0.3585818181818183,0.8979,-0.8779,0.3506,0.08217232966942149,0.140,0.711,0.149,22,non-rumours
#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,0.413,0.152,0.435,0.44703695652173914,0.8415,-0.936,0.41795,0.08155233015595463,0.148,0.702,0.150,46,non-rumours
"Shooting at #CharlieHebdo ""an attack on freedom"", says Dominque Moisi, Parisian political analyst: http://t.co/B3AvGBwp82",0.211,0.053,0.737,0.547457894736842,0.743,-0.9231,0.6523,0.08545714454293629,0.105,0.641,0.254,19,non-rumours
"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",0.048,0.238,0.714,0.42489523809523805,0.5719,-0.9442,0.4588,0.09448683092970522,0.057,0.710,0.232,21,non-rumours
"Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful.",0.385,0.231,0.385,0.2660538461538462,0.6369,-0.6249,0.2263,0.05748569017751479,0.138,0.745,0.117,13,non-rumours
"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0.235,0.294,0.471,0.36853529411764707,0.4767,-0.8991,0.4549,0.09785744816608996,0.082,0.744,0.174,17,non-rumours
"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression
Make Fun of A Prophet = 12 killed 

#CharlieHebdo http://t.co/1qQGFtuhO2",0.244,0.289,0.467,0.3771111111111112,0.7424,-0.8934,0.4019,0.08579702098765431,0.095,0.761,0.144,45,non-rumours
#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,0.267,0.433,0.300,0.28315,0.7003,-0.8316,0.3291,0.07394167250000001,0.125,0.767,0.108,30,non-rumours
"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH",0.000,0.000,1.000,0.50342,-0.0572,-0.836,0.4767,0.0719697356,0.028,0.726,0.246,10,non-rumours
"it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on...",0.323,0.258,0.419,0.366441935483871,0.8897,-0.8957,0.3612,0.08104452372528616,0.112,0.767,0.122,31,non-rumours
If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,0.273,0.273,0.455,0.3993727272727272,0.7003,-0.7906,0.4588,0.07740423289256197,0.103,0.744,0.153,11,non-rumours
Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl,0.231,0.538,0.231,0.34067692307692304,0.8415,-0.9201,0.0,0.1485461386982249,0.101,0.764,0.136,13,non-rumours
"If we hate after atrocities like this, we're doing exactly what the perpetrators want us to do #CharlieHebdo",0.267,0.267,0.467,0.4161755555555555,0.9042,-0.978,0.4091,0.1189521671802469,0.102,0.695,0.204,45,non-rumours
The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,0.000,0.400,0.600,0.3029,0.0,-0.5267,0.4939,0.061309051999999996,0.000,0.589,0.411,5,non-rumours
Pray for the victims. Deadly terrorist attack on French magazine Charlie Hebdo in Paris #FreePress http://t.co/HCEG92Zxtz,0.200,0.400,0.400,0.47558,0.8555,-0.8316,0.6908,0.15395235359999998,0.095,0.784,0.121,5,non-rumours
"This doesn't represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. #CharlieHebdo",0.310,0.345,0.345,0.3399775862068965,0.872,-0.8847,0.3506,0.0899966603596908,0.105,0.783,0.111,58,non-rumours
RIP #CharlieHebdo jihadist terrorist victims.This is why I'd tweeted it was so important for Muslims to openly *not* be offended by cartoons,0.350,0.250,0.400,0.411585,0.872,-0.8807,0.49365000000000003,0.092907658275,0.164,0.716,0.120,20,non-rumours
"""I do not agree with what you have to say, but I'll defend to the death your right to say it."" -Voltaire #FreeSpeech  #JeSuisCharlie",0.000,0.500,0.500,0.26170000000000004,0.0,-0.7848,0.1366,0.09032946333333335,0.015,0.745,0.240,6,non-rumours
"Deeply disturbed and saddened by yet another Islamist massacre. 
Shame on religion.  #CharlieHebdo #ParisShooting
. http://t.co/H6yPad7bWD",0.292,0.208,0.500,0.3709458333333333,0.5574,-0.8689,0.28459999999999996,0.08572459414930556,0.075,0.779,0.145,24,non-rumours
Single finger raised by #CharlieHebdo gunman looks like what ISIS fighters often do in battle. http://t.co/6GmumrBndC CC @EliotHiggins,0.310,0.381,0.310,0.24261428571428573,0.6249,-0.8588,0.21000000000000002,0.05996788503401362,0.090,0.812,0.098,42,non-rumours
"You can kill journalists, cartoonists. You can't kill the freedom of the press. You have only made their message stronger. #JeSuisCharlie",0.167,0.500,0.333,0.3881666666666666,0.836,-0.7579,0.36755,0.1516067088888889,0.078,0.820,0.103,6,non-rumours
Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,0.353,0.118,0.529,0.5029058823529412,0.9274,-0.9325,0.4767,0.0917380605536332,0.127,0.648,0.226,17,non-rumours
"We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech. 
#CharlieHebdo http://t.co/YmQqlYNbnx",0.358,0.137,0.505,0.4217378947368421,0.9527,-0.9524,0.4215,0.0823096796166205,0.127,0.692,0.181,95,non-rumours
"A terrorist might appear from among Muslims, but then he loses the qualities that make him Muslim. *** #CharlieHebdo http://t.co/YFQh8QmShP",0.400,0.200,0.400,0.45477000000000006,0.5423,-0.8481,0.5264500000000001,0.0858792501,0.133,0.707,0.160,10,non-rumours
"Instead of focusing on the recent dead in Paris, we should keep in mind that Islamists have committed 24,784 deadly attacks since 9/11.",0.267,0.267,0.467,0.3307533333333334,0.3612,-0.9081,0.3612,0.06955716382222224,0.115,0.747,0.138,15,non-rumours
You can twist and turn it as you like: Publishing cartoons is not a crime. Using them as an excuse for religious fascism is. #CharlieHebdo,0.125,0.500,0.375,0.252125,0.5106,-0.872,0.1366,0.08970798937500002,0.027,0.877,0.096,8,non-rumours
"Third thought: defending the rights that Charlie Hebdo defended means defending free speech, not attacking Muslims.",0.625,0.000,0.375,0.6131625,0.6369,-0.8107,0.6053999999999999,0.01394824734375,0.319,0.550,0.131,8,non-rumours
"BBC reporter noting that Charlie Hebdo also mocks Christians, Jews and atheists. Oddly, though, those groups don't seem to bomb them.",0.278,0.389,0.333,0.2413666666666667,0.5423,-0.7003,0.25,0.05076679444444445,0.086,0.780,0.134,18,non-rumours
My family is French. My family is Muslim. I am a journalist. We are grieving. #CharlieHebdo,0.238,0.143,0.619,0.3825619047619048,0.6369,-0.875,0.4588,0.058561091882086164,0.101,0.718,0.180,21,non-rumours
"Press ""must stand together to send the message that murderous attempts to silence us will not stand"" #CharlieHebdo http://t.co/aiF9kVv9hw",0.429,0.286,0.286,0.44194285714285714,0.7402,-0.8519,0.5505,0.09884367816326531,0.144,0.764,0.092,14,non-rumours
Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,0.750,0.250,0.000,0.3869,0.7845,0.0,0.38155,0.077165715,0.335,0.665,0.000,4,non-rumours
"Let there be more, not less.  #CharlieHebdo http://t.co/Ut4yuxi30O",0.625,0.250,0.125,0.33767500000000006,0.8176,-0.4767,0.3593,0.06675889437499999,0.194,0.777,0.030,8,non-rumours
"Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo http://t.co/sdJvdNxAGM",0.250,0.000,0.750,0.553125,0.0547,-0.7672,0.6953,0.086255566875,0.069,0.693,0.238,4,non-rumours
"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES http://t.co/3Jsosc7yl3 http://t.co/LzCuCBqQP8",0.133,0.200,0.667,0.4608866666666667,0.6633,-0.8402,0.5267,0.07855366515555556,0.062,0.637,0.301,15,non-rumours
"Our statement on the Charlie Hebdo attack: defend freedom of speech, resist hatred. https://t.co/1Ok61nfRwj",0.125,0.375,0.500,0.30462500000000003,0.2732,-0.8126,0.24975,0.085736971875,0.098,0.745,0.158,8,non-rumours
How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,0.308,0.346,0.346,0.3754730769230769,0.8429,-0.8176,0.41895000000000004,0.10473870350591714,0.118,0.710,0.173,26,non-rumours
"Freedom of expression is non-negotiable - http://t.co/c8Fm7F6c1k via @IndexCensorship
#jesuischarlie",0.571,0.286,0.143,0.42701428571428574,0.8834,-0.875,0.4019,0.1133027669387755,0.155,0.753,0.092,7,non-rumours
"When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD",0.500,0.000,0.500,0.53460625,0.7964,-0.872,0.61595,0.0682927343359375,0.175,0.675,0.149,16,non-rumours
The Ahmadiyya Muslim Community categorically condemns the attack at Charlie Hebdo. Our thoughts are with the victims: http://t.co/kTsWb7SNaA,0.000,1.000,0.000,0.0431,0.0431,0.0431,0.0431,0.0,0.208,0.594,0.198,1,non-rumours
